,Season,labels
21071,Season 7,fear
21072,Season 7,sadness
21073,Season 7,fear
21074,Season 7,anger
21075,Season 7,fear
21076,Season 7,anger
21077,Season 7,neutral
21078,Season 7,neutral
21079,Season 7,anger
21080,Season 7,neutral
21081,Season 7,sadness
21082,Season 7,surprise
21083,Season 7,neutral
21084,Season 7,neutral
21085,Season 7,neutral
21086,Season 7,fear
21087,Season 7,surprise
21088,Season 7,neutral
21089,Season 7,neutral
21090,Season 7,joy
21091,Season 7,fear
21092,Season 7,neutral
21093,Season 7,neutral
21094,Season 7,neutral
21095,Season 7,joy
21096,Season 7,neutral
21097,Season 7,disgust
21098,Season 7,neutral
21099,Season 7,neutral
21100,Season 7,surprise
21101,Season 7,sadness
21102,Season 7,anger
21103,Season 7,surprise
21104,Season 7,disgust
21105,Season 7,joy
21106,Season 7,surprise
21107,Season 7,neutral
21108,Season 7,disgust
21109,Season 7,neutral
21110,Season 7,neutral
21111,Season 7,neutral
21112,Season 7,joy
21113,Season 7,neutral
21114,Season 7,neutral
21115,Season 7,joy
21116,Season 7,neutral
21117,Season 7,surprise
21118,Season 7,neutral
21119,Season 7,neutral
21120,Season 7,neutral
21121,Season 7,neutral
21122,Season 7,anger
21123,Season 7,neutral
21124,Season 7,neutral
21125,Season 7,neutral
21126,Season 7,sadness
21127,Season 7,anger
21128,Season 7,surprise
21129,Season 7,neutral
21130,Season 7,surprise
21131,Season 7,neutral
21132,Season 7,neutral
21133,Season 7,neutral
21134,Season 7,anger
21135,Season 7,neutral
21136,Season 7,surprise
21137,Season 7,anger
21138,Season 7,surprise
21139,Season 7,surprise
21140,Season 7,anger
21141,Season 7,neutral
21142,Season 7,neutral
21143,Season 7,anger
21144,Season 7,anger
21145,Season 7,neutral
21146,Season 7,surprise
21147,Season 7,disgust
21148,Season 7,neutral
21149,Season 7,neutral
21150,Season 7,neutral
21151,Season 7,disgust
21152,Season 7,disgust
21153,Season 7,neutral
21154,Season 7,neutral
21155,Season 7,neutral
21156,Season 7,fear
21157,Season 7,neutral
21158,Season 7,neutral
21159,Season 7,neutral
21160,Season 7,neutral
21161,Season 7,surprise
21162,Season 7,joy
21163,Season 7,neutral
21164,Season 7,neutral
21165,Season 7,neutral
21166,Season 7,neutral
21167,Season 7,neutral
21168,Season 7,fear
21169,Season 7,neutral
21170,Season 7,neutral
21171,Season 7,neutral
21172,Season 7,neutral
21173,Season 7,neutral
21174,Season 7,neutral
21175,Season 7,neutral
21176,Season 7,surprise
21177,Season 7,neutral
21178,Season 7,neutral
21179,Season 7,neutral
21180,Season 7,neutral
21181,Season 7,neutral
21182,Season 7,anger
21183,Season 7,neutral
21184,Season 7,neutral
21185,Season 7,neutral
21186,Season 7,neutral
21187,Season 7,neutral
21188,Season 7,anger
21189,Season 7,surprise
21190,Season 7,neutral
21191,Season 7,neutral
21192,Season 7,anger
21193,Season 7,neutral
21194,Season 7,neutral
21195,Season 7,neutral
21196,Season 7,surprise
21197,Season 7,neutral
21198,Season 7,joy
21199,Season 7,neutral
21200,Season 7,surprise
21201,Season 7,neutral
21202,Season 7,neutral
21203,Season 7,neutral
21204,Season 7,neutral
21205,Season 7,neutral
21206,Season 7,anger
21207,Season 7,neutral
21208,Season 7,fear
21209,Season 7,anger
21210,Season 7,neutral
21211,Season 7,neutral
21212,Season 7,neutral
21213,Season 7,neutral
21214,Season 7,neutral
21215,Season 7,fear
21216,Season 7,neutral
21217,Season 7,neutral
21218,Season 7,neutral
21219,Season 7,neutral
21220,Season 7,sadness
21221,Season 7,surprise
21222,Season 7,surprise
21223,Season 7,neutral
21224,Season 7,neutral
21225,Season 7,neutral
21226,Season 7,neutral
21227,Season 7,anger
21228,Season 7,anger
21229,Season 7,anger
21230,Season 7,fear
21231,Season 7,fear
21232,Season 7,neutral
21233,Season 7,anger
21234,Season 7,neutral
21235,Season 7,anger
21236,Season 7,neutral
21237,Season 7,neutral
21238,Season 7,anger
21239,Season 7,neutral
21240,Season 7,fear
21241,Season 7,neutral
21242,Season 7,neutral
21243,Season 7,neutral
21244,Season 7,neutral
21245,Season 7,neutral
21246,Season 7,anger
21247,Season 7,disgust
21248,Season 7,anger
21249,Season 7,neutral
21250,Season 7,disgust
21251,Season 7,fear
21252,Season 7,neutral
21253,Season 7,neutral
21254,Season 7,anger
21255,Season 7,neutral
21256,Season 7,neutral
21257,Season 7,neutral
21258,Season 7,neutral
21259,Season 7,neutral
21260,Season 7,surprise
21261,Season 7,sadness
21262,Season 7,neutral
21263,Season 7,neutral
21264,Season 7,neutral
21265,Season 7,neutral
21266,Season 7,neutral
21267,Season 7,surprise
21268,Season 7,neutral
21269,Season 7,neutral
21270,Season 7,neutral
21271,Season 7,neutral
21272,Season 7,disgust
21273,Season 7,neutral
21274,Season 7,anger
21275,Season 7,neutral
21276,Season 7,neutral
21277,Season 7,anger
21278,Season 7,neutral
21279,Season 7,disgust
21280,Season 7,joy
21281,Season 7,surprise
21282,Season 7,fear
21283,Season 7,sadness
21284,Season 7,neutral
21285,Season 7,anger
21286,Season 7,disgust
21287,Season 7,joy
21288,Season 7,neutral
21289,Season 7,neutral
21290,Season 7,surprise
21291,Season 7,neutral
21292,Season 7,neutral
21293,Season 7,neutral
21294,Season 7,surprise
21295,Season 7,neutral
21296,Season 7,surprise
21297,Season 7,neutral
21298,Season 7,neutral
21299,Season 7,anger
21300,Season 7,anger
21301,Season 7,neutral
21302,Season 7,fear
21303,Season 7,neutral
21304,Season 7,surprise
21305,Season 7,neutral
21306,Season 7,sadness
21307,Season 7,neutral
21308,Season 7,neutral
21309,Season 7,neutral
21310,Season 7,neutral
21311,Season 7,neutral
21312,Season 7,neutral
21313,Season 7,neutral
21314,Season 7,neutral
21315,Season 7,neutral
21316,Season 7,neutral
21317,Season 7,neutral
21318,Season 7,joy
21319,Season 7,joy
21320,Season 7,neutral
21321,Season 7,surprise
21322,Season 7,joy
21323,Season 7,anger
21324,Season 7,fear
21325,Season 7,anger
21326,Season 7,surprise
21327,Season 7,disgust
21328,Season 7,neutral
21329,Season 7,neutral
21330,Season 7,fear
21331,Season 7,surprise
21332,Season 7,neutral
21333,Season 7,anger
21334,Season 7,anger
21335,Season 7,neutral
21336,Season 7,fear
21337,Season 7,neutral
21338,Season 7,anger
21339,Season 7,neutral
21340,Season 7,neutral
21341,Season 7,sadness
21342,Season 7,anger
21343,Season 7,neutral
21344,Season 7,surprise
21345,Season 7,surprise
21346,Season 7,anger
21347,Season 7,joy
21348,Season 7,anger
21349,Season 7,neutral
21350,Season 7,neutral
21351,Season 7,surprise
21352,Season 7,disgust
21353,Season 7,neutral
21354,Season 7,fear
21355,Season 7,neutral
21356,Season 7,neutral
21357,Season 7,anger
21358,Season 7,neutral
21359,Season 7,disgust
21360,Season 7,anger
21361,Season 7,fear
21362,Season 7,anger
21363,Season 7,anger
21364,Season 7,anger
21365,Season 7,anger
21366,Season 7,anger
21367,Season 7,neutral
21368,Season 7,anger
21369,Season 7,fear
21370,Season 7,anger
21371,Season 7,anger
21372,Season 7,neutral
21373,Season 7,fear
21374,Season 7,anger
21375,Season 7,sadness
21376,Season 7,surprise
21377,Season 7,surprise
21378,Season 7,surprise
21379,Season 7,neutral
21380,Season 7,anger
21381,Season 7,neutral
21382,Season 7,anger
21383,Season 7,anger
21384,Season 7,anger
21385,Season 7,neutral
21386,Season 7,neutral
21387,Season 7,neutral
21388,Season 7,neutral
21389,Season 7,anger
21390,Season 7,anger
21391,Season 7,anger
21392,Season 7,surprise
21393,Season 7,fear
21394,Season 7,anger
21395,Season 7,neutral
21396,Season 7,neutral
21397,Season 7,anger
21398,Season 7,neutral
21399,Season 7,neutral
21400,Season 7,neutral
21401,Season 7,anger
21402,Season 7,neutral
21403,Season 7,anger
21404,Season 7,anger
21405,Season 7,anger
21406,Season 7,surprise
21407,Season 7,anger
21408,Season 7,neutral
21409,Season 7,anger
21410,Season 7,neutral
21411,Season 7,neutral
21412,Season 7,neutral
21413,Season 7,neutral
21414,Season 7,neutral
21415,Season 7,disgust
21416,Season 7,disgust
21417,Season 7,neutral
21418,Season 7,neutral
21419,Season 7,neutral
21420,Season 7,anger
21421,Season 7,neutral
21422,Season 7,neutral
21423,Season 7,fear
21424,Season 7,neutral
21425,Season 7,surprise
21426,Season 7,neutral
21427,Season 7,neutral
21428,Season 7,neutral
21429,Season 7,neutral
21430,Season 7,disgust
21431,Season 7,neutral
21432,Season 7,anger
21433,Season 7,anger
21434,Season 7,neutral
21435,Season 7,anger
21436,Season 7,neutral
21437,Season 7,disgust
21438,Season 7,neutral
21439,Season 7,neutral
21440,Season 7,surprise
21441,Season 7,sadness
21442,Season 7,neutral
21443,Season 7,neutral
21444,Season 7,surprise
21445,Season 7,neutral
21446,Season 7,neutral
21447,Season 7,sadness
21448,Season 7,disgust
21449,Season 7,neutral
21450,Season 7,surprise
21451,Season 7,surprise
21452,Season 7,neutral
21453,Season 7,fear
21454,Season 7,neutral
21455,Season 7,neutral
21456,Season 7,neutral
21457,Season 7,neutral
21458,Season 7,surprise
21459,Season 7,neutral
21460,Season 7,sadness
21461,Season 7,surprise
21462,Season 7,neutral
21463,Season 7,neutral
21464,Season 7,neutral
21465,Season 7,neutral
21466,Season 7,fear
21467,Season 7,sadness
21468,Season 7,neutral
21469,Season 7,disgust
21470,Season 7,neutral
21471,Season 7,neutral
21472,Season 7,neutral
21473,Season 7,neutral
21474,Season 7,neutral
21475,Season 7,neutral
21476,Season 7,joy
21477,Season 7,neutral
21478,Season 7,surprise
21479,Season 7,neutral
21480,Season 7,neutral
21481,Season 7,joy
21482,Season 7,neutral
21483,Season 7,neutral
21484,Season 7,neutral
21485,Season 7,neutral
21486,Season 7,fear
21487,Season 7,fear
21488,Season 7,neutral
21489,Season 7,disgust
21490,Season 7,neutral
21491,Season 7,neutral
21492,Season 7,neutral
21493,Season 7,sadness
21494,Season 7,surprise
21495,Season 7,neutral
21496,Season 7,surprise
21497,Season 7,neutral
21498,Season 7,neutral
21499,Season 7,neutral
21500,Season 7,disgust
21501,Season 7,neutral
21502,Season 7,neutral
21503,Season 7,neutral
21504,Season 7,neutral
21505,Season 7,neutral
21506,Season 7,neutral
21507,Season 7,neutral
21508,Season 7,disgust
21509,Season 7,neutral
21510,Season 7,neutral
21511,Season 7,surprise
21512,Season 7,fear
21513,Season 7,fear
21514,Season 7,neutral
21515,Season 7,anger
21516,Season 7,sadness
21517,Season 7,neutral
21518,Season 7,anger
21519,Season 7,anger
21520,Season 7,anger
21521,Season 7,disgust
21522,Season 7,sadness
21523,Season 7,disgust
21524,Season 7,neutral
21525,Season 7,neutral
21526,Season 7,neutral
21527,Season 7,neutral
21528,Season 7,surprise
21529,Season 7,neutral
21530,Season 7,surprise
21531,Season 7,neutral
21532,Season 7,neutral
21533,Season 7,surprise
21534,Season 7,disgust
21535,Season 7,neutral
21536,Season 7,surprise
21537,Season 7,sadness
21538,Season 7,fear
21539,Season 7,neutral
21540,Season 7,neutral
21541,Season 7,sadness
21542,Season 7,neutral
21543,Season 7,anger
21544,Season 7,anger
21545,Season 7,fear
21546,Season 7,surprise
21547,Season 7,neutral
21548,Season 7,disgust
21549,Season 7,neutral
21550,Season 7,neutral
21551,Season 7,surprise
21552,Season 7,surprise
21553,Season 7,neutral
21554,Season 7,anger
21555,Season 7,neutral
21556,Season 7,neutral
21557,Season 7,fear
21558,Season 7,disgust
21559,Season 7,neutral
21560,Season 7,neutral
21561,Season 7,sadness
21562,Season 7,neutral
21563,Season 7,neutral
21564,Season 7,neutral
21565,Season 7,neutral
21566,Season 7,neutral
21567,Season 7,neutral
21568,Season 7,neutral
21569,Season 7,neutral
21570,Season 7,sadness
21571,Season 7,neutral
21572,Season 7,neutral
21573,Season 7,neutral
21574,Season 7,neutral
21575,Season 7,neutral
21576,Season 7,neutral
21577,Season 7,fear
21578,Season 7,neutral
21579,Season 7,neutral
21580,Season 7,neutral
21581,Season 7,surprise
21582,Season 7,neutral
21583,Season 7,anger
21584,Season 7,neutral
21585,Season 7,surprise
21586,Season 7,neutral
21587,Season 7,joy
21588,Season 7,disgust
21589,Season 7,anger
21590,Season 7,anger
21591,Season 7,anger
21592,Season 7,neutral
21593,Season 7,anger
21594,Season 7,neutral
21595,Season 7,neutral
21596,Season 7,neutral
21597,Season 7,disgust
21598,Season 7,neutral
21599,Season 7,neutral
21600,Season 7,sadness
21601,Season 7,neutral
21602,Season 7,disgust
21603,Season 7,sadness
21604,Season 7,neutral
21605,Season 7,anger
21606,Season 7,anger
21607,Season 7,fear
21608,Season 7,neutral
21609,Season 7,neutral
21610,Season 7,surprise
21611,Season 7,joy
21612,Season 7,anger
21613,Season 7,anger
21614,Season 7,neutral
21615,Season 7,neutral
21616,Season 7,neutral
21617,Season 7,fear
21618,Season 7,neutral
21619,Season 7,surprise
21620,Season 7,neutral
21621,Season 7,fear
21622,Season 7,neutral
21623,Season 7,anger
21624,Season 7,neutral
21625,Season 7,neutral
21626,Season 7,sadness
21627,Season 7,sadness
21628,Season 7,disgust
21629,Season 7,anger
21630,Season 7,neutral
21631,Season 7,anger
21632,Season 7,anger
21633,Season 7,neutral
21634,Season 7,disgust
21635,Season 7,anger
21636,Season 7,neutral
21637,Season 7,neutral
21638,Season 7,neutral
21639,Season 7,neutral
21640,Season 7,surprise
21641,Season 7,surprise
21642,Season 7,joy
21643,Season 7,neutral
21644,Season 7,fear
21645,Season 7,neutral
21646,Season 7,neutral
21647,Season 7,anger
21648,Season 7,neutral
21649,Season 7,neutral
21650,Season 7,neutral
21651,Season 7,anger
21652,Season 7,neutral
21653,Season 7,neutral
21654,Season 7,neutral
21655,Season 7,surprise
21656,Season 7,neutral
21657,Season 7,neutral
21658,Season 7,neutral
21659,Season 7,neutral
21660,Season 7,neutral
21661,Season 7,disgust
21662,Season 7,neutral
21663,Season 7,neutral
21664,Season 7,neutral
21665,Season 7,neutral
21666,Season 7,fear
21667,Season 7,neutral
21668,Season 7,neutral
21669,Season 7,neutral
21670,Season 7,neutral
21671,Season 7,anger
21672,Season 7,surprise
21673,Season 7,neutral
21674,Season 7,disgust
21675,Season 7,neutral
21676,Season 7,neutral
21677,Season 7,surprise
21678,Season 7,surprise
21679,Season 7,neutral
21680,Season 7,surprise
21681,Season 7,disgust
21682,Season 7,anger
21683,Season 7,joy
21684,Season 7,neutral
21685,Season 7,surprise
21686,Season 7,neutral
21687,Season 7,neutral
21688,Season 7,surprise
21689,Season 7,neutral
21690,Season 7,joy
21691,Season 7,neutral
21692,Season 7,neutral
21693,Season 7,disgust
21694,Season 7,surprise
21695,Season 7,neutral
21696,Season 7,disgust
21697,Season 7,neutral
21698,Season 7,surprise
21699,Season 7,neutral
21700,Season 7,neutral
21701,Season 7,neutral
21702,Season 7,surprise
21703,Season 7,disgust
21704,Season 7,neutral
21705,Season 7,fear
21706,Season 7,neutral
21707,Season 7,anger
21708,Season 7,disgust
21709,Season 7,neutral
21710,Season 7,neutral
21711,Season 7,neutral
21712,Season 7,neutral
21713,Season 7,neutral
21714,Season 7,neutral
21715,Season 7,neutral
21716,Season 7,neutral
21717,Season 7,surprise
21718,Season 7,surprise
21719,Season 7,fear
21720,Season 7,disgust
21721,Season 7,neutral
21722,Season 7,neutral
21723,Season 7,surprise
21724,Season 7,fear
21725,Season 7,anger
21726,Season 7,disgust
21727,Season 7,neutral
21728,Season 7,anger
21729,Season 7,surprise
21730,Season 7,neutral
21731,Season 7,surprise
21732,Season 7,anger
21733,Season 7,anger
21734,Season 7,neutral
21735,Season 7,surprise
21736,Season 7,neutral
21737,Season 7,neutral
21738,Season 7,disgust
21739,Season 7,neutral
21740,Season 7,neutral
21741,Season 7,neutral
21742,Season 7,joy
21743,Season 7,anger
21744,Season 7,neutral
21745,Season 7,neutral
21746,Season 7,neutral
21747,Season 7,disgust
21748,Season 7,fear
21749,Season 7,neutral
21750,Season 7,disgust
21751,Season 7,neutral
21752,Season 7,neutral
21753,Season 7,neutral
21754,Season 7,neutral
21755,Season 7,neutral
21756,Season 7,neutral
21757,Season 7,neutral
21758,Season 7,disgust
21759,Season 7,neutral
21760,Season 7,neutral
21761,Season 7,anger
21762,Season 7,fear
21763,Season 7,joy
21764,Season 7,neutral
21765,Season 7,neutral
21766,Season 7,joy
21767,Season 7,neutral
21768,Season 7,neutral
21769,Season 7,anger
21770,Season 7,neutral
21771,Season 7,neutral
21772,Season 7,disgust
21773,Season 7,disgust
21774,Season 7,anger
21775,Season 7,neutral
21776,Season 7,neutral
21777,Season 7,neutral
21778,Season 7,neutral
21779,Season 7,disgust
21780,Season 7,sadness
21781,Season 7,neutral
21782,Season 7,surprise
21783,Season 7,neutral
21784,Season 7,neutral
21785,Season 7,neutral
21786,Season 7,neutral
21787,Season 7,neutral
21788,Season 7,neutral
21789,Season 7,neutral
21790,Season 7,neutral
21791,Season 7,neutral
21792,Season 7,neutral
21793,Season 7,neutral
21794,Season 7,neutral
21795,Season 7,neutral
21796,Season 7,neutral
21797,Season 7,disgust
21798,Season 7,neutral
21799,Season 7,neutral
21800,Season 7,neutral
21801,Season 7,neutral
21802,Season 7,anger
21803,Season 7,surprise
21804,Season 7,neutral
21805,Season 7,neutral
21806,Season 7,disgust
21807,Season 7,disgust
21808,Season 7,neutral
21809,Season 7,neutral
21810,Season 7,anger
21811,Season 7,neutral
21812,Season 7,sadness
21813,Season 7,fear
21814,Season 7,neutral
21815,Season 7,neutral
21816,Season 7,sadness
21817,Season 7,fear
21818,Season 7,neutral
21819,Season 7,neutral
21820,Season 7,surprise
21821,Season 7,neutral
21822,Season 7,neutral
21823,Season 7,neutral
21824,Season 7,surprise
21825,Season 7,disgust
21826,Season 7,joy
21827,Season 7,neutral
21828,Season 7,neutral
21829,Season 7,neutral
21830,Season 7,anger
21831,Season 7,sadness
21832,Season 7,surprise
21833,Season 7,neutral
21834,Season 7,anger
21835,Season 7,neutral
21836,Season 7,neutral
21837,Season 7,disgust
21838,Season 7,sadness
21839,Season 7,surprise
21840,Season 7,sadness
21841,Season 7,neutral
21842,Season 7,neutral
21843,Season 7,disgust
21844,Season 7,neutral
21845,Season 7,neutral
21846,Season 7,surprise
21847,Season 7,neutral
21848,Season 7,neutral
21849,Season 7,neutral
21850,Season 7,neutral
21851,Season 7,neutral
21852,Season 7,fear
21853,Season 7,fear
21854,Season 7,neutral
21855,Season 7,surprise
21856,Season 7,fear
21857,Season 7,surprise
21858,Season 7,neutral
21859,Season 7,anger
21860,Season 7,sadness
21861,Season 7,anger
21862,Season 7,neutral
21863,Season 7,anger
21864,Season 7,neutral
21865,Season 7,neutral
21866,Season 7,neutral
21867,Season 7,neutral
21868,Season 7,neutral
21869,Season 7,neutral
21870,Season 7,anger
21871,Season 7,anger
21872,Season 7,disgust
21873,Season 7,neutral
21874,Season 7,surprise
21875,Season 7,neutral
21876,Season 7,neutral
21877,Season 7,neutral
21878,Season 7,anger
21879,Season 7,disgust
21880,Season 7,surprise
21881,Season 7,neutral
21882,Season 7,disgust
21883,Season 7,neutral
21884,Season 7,neutral
21885,Season 7,neutral
21886,Season 7,surprise
21887,Season 7,anger
21888,Season 7,neutral
21889,Season 7,neutral
21890,Season 7,neutral
21891,Season 7,neutral
21892,Season 7,neutral
21893,Season 7,neutral
21894,Season 7,neutral
21895,Season 7,neutral
21896,Season 7,surprise
21897,Season 7,neutral
21898,Season 7,disgust
21899,Season 7,anger
21900,Season 7,anger
21901,Season 7,neutral
21902,Season 7,neutral
21903,Season 7,disgust
21904,Season 7,neutral
21905,Season 7,fear
21906,Season 7,surprise
21907,Season 7,neutral
21908,Season 7,joy
21909,Season 7,fear
21910,Season 7,disgust
21911,Season 7,fear
21912,Season 7,disgust
21913,Season 7,neutral
21914,Season 7,anger
21915,Season 7,neutral
21916,Season 7,disgust
21917,Season 7,joy
21918,Season 7,joy
21919,Season 7,fear
21920,Season 7,disgust
21921,Season 7,anger
21922,Season 7,disgust
21923,Season 7,disgust
21924,Season 7,anger
21925,Season 7,fear
21926,Season 7,anger
21927,Season 7,surprise
21928,Season 7,joy
21929,Season 7,neutral
21930,Season 7,neutral
21931,Season 7,neutral
21932,Season 7,neutral
21933,Season 7,surprise
21934,Season 7,neutral
21935,Season 7,neutral
21936,Season 7,neutral
21937,Season 7,neutral
21938,Season 7,neutral
21939,Season 7,disgust
21940,Season 7,disgust
21941,Season 7,neutral
21942,Season 7,neutral
21943,Season 7,neutral
21944,Season 7,neutral
21945,Season 7,fear
21946,Season 7,neutral
21947,Season 7,disgust
21948,Season 7,neutral
21949,Season 7,surprise
21950,Season 7,neutral
21951,Season 7,sadness
21952,Season 7,neutral
21953,Season 7,anger
21954,Season 7,anger
21955,Season 7,surprise
21956,Season 7,surprise
21957,Season 7,anger
21958,Season 7,neutral
21959,Season 7,anger
21960,Season 7,surprise
21961,Season 7,fear
21962,Season 7,surprise
21963,Season 7,sadness
21964,Season 7,neutral
21965,Season 7,anger
21966,Season 7,neutral
21967,Season 7,fear
21968,Season 7,disgust
21969,Season 7,surprise
21970,Season 7,surprise
21971,Season 7,neutral
21972,Season 7,neutral
21973,Season 7,neutral
21974,Season 7,neutral
21975,Season 7,fear
21976,Season 7,neutral
21977,Season 7,anger
21978,Season 7,joy
21979,Season 7,neutral
21980,Season 7,anger
21981,Season 7,anger
21982,Season 7,neutral
21983,Season 7,neutral
21984,Season 7,anger
21985,Season 7,anger
21986,Season 7,disgust
21987,Season 7,neutral
21988,Season 7,disgust
21989,Season 7,neutral
21990,Season 7,anger
21991,Season 7,anger
21992,Season 7,joy
21993,Season 7,fear
21994,Season 7,anger
21995,Season 7,anger
21996,Season 7,anger
21997,Season 7,surprise
21998,Season 7,neutral
21999,Season 7,disgust
22000,Season 7,surprise
22001,Season 7,disgust
22002,Season 7,joy
22003,Season 7,neutral
22004,Season 7,neutral
22005,Season 7,neutral
22006,Season 7,neutral
22007,Season 7,neutral
22008,Season 7,surprise
22009,Season 7,anger
22010,Season 7,disgust
22011,Season 7,disgust
22012,Season 7,neutral
22013,Season 7,neutral
22014,Season 7,joy
22015,Season 7,neutral
22016,Season 7,neutral
22017,Season 7,anger
22018,Season 7,disgust
22019,Season 7,neutral
22020,Season 7,surprise
22021,Season 7,neutral
22022,Season 7,surprise
22023,Season 7,neutral
22024,Season 7,neutral
22025,Season 7,neutral
22026,Season 7,disgust
22027,Season 7,anger
22028,Season 7,surprise
22029,Season 7,surprise
22030,Season 7,neutral
22031,Season 7,neutral
22032,Season 7,neutral
22033,Season 7,disgust
22034,Season 7,neutral
22035,Season 7,neutral
22036,Season 7,neutral
22037,Season 7,neutral
22038,Season 7,neutral
22039,Season 7,fear
22040,Season 7,disgust
22041,Season 7,neutral
22042,Season 7,fear
22043,Season 7,surprise
22044,Season 7,neutral
22045,Season 7,neutral
22046,Season 7,neutral
22047,Season 7,neutral
22048,Season 7,neutral
22049,Season 7,surprise
22050,Season 7,neutral
22051,Season 7,neutral
22052,Season 7,neutral
22053,Season 7,fear
22054,Season 7,anger
22055,Season 7,neutral
22056,Season 7,sadness
22057,Season 7,surprise
22058,Season 7,surprise
22059,Season 7,disgust
22060,Season 7,surprise
22061,Season 7,neutral
22062,Season 7,neutral
22063,Season 7,disgust
22064,Season 7,joy
22065,Season 7,joy
22066,Season 7,neutral
22067,Season 7,surprise
22068,Season 7,neutral
22069,Season 7,sadness
22070,Season 7,disgust
22071,Season 7,neutral
22072,Season 7,neutral
22073,Season 7,sadness
22074,Season 7,sadness
22075,Season 7,anger
22076,Season 7,anger
22077,Season 7,surprise
22078,Season 7,neutral
22079,Season 7,surprise
22080,Season 7,neutral
22081,Season 7,anger
22082,Season 7,fear
22083,Season 7,neutral
22084,Season 7,neutral
22085,Season 7,neutral
22086,Season 7,neutral
22087,Season 7,anger
22088,Season 7,surprise
22089,Season 7,disgust
22090,Season 7,disgust
22091,Season 7,neutral
22092,Season 7,neutral
22093,Season 7,neutral
22094,Season 7,joy
22095,Season 7,surprise
22096,Season 7,disgust
22097,Season 7,anger
22098,Season 7,neutral
22099,Season 7,joy
22100,Season 7,anger
22101,Season 7,surprise
22102,Season 7,anger
22103,Season 7,surprise
22104,Season 7,neutral
22105,Season 7,anger
22106,Season 7,neutral
22107,Season 7,neutral
22108,Season 7,neutral
22109,Season 7,sadness
22110,Season 7,anger
22111,Season 7,anger
22112,Season 7,neutral
22113,Season 7,surprise
22114,Season 7,neutral
22115,Season 7,neutral
22116,Season 7,neutral
22117,Season 7,neutral
22118,Season 7,surprise
22119,Season 7,fear
22120,Season 7,anger
22121,Season 7,anger
22122,Season 7,joy
22123,Season 7,neutral
22124,Season 7,anger
22125,Season 7,neutral
22126,Season 7,anger
22127,Season 7,neutral
22128,Season 7,disgust
22129,Season 7,disgust
22130,Season 7,disgust
22131,Season 7,neutral
22132,Season 7,neutral
22133,Season 7,surprise
22134,Season 7,neutral
22135,Season 7,neutral
22136,Season 7,sadness
22137,Season 7,neutral
22138,Season 7,surprise
22139,Season 7,neutral
22140,Season 7,anger
22141,Season 7,disgust
22142,Season 7,anger
22143,Season 7,neutral
22144,Season 7,surprise
22145,Season 7,neutral
22146,Season 7,disgust
22147,Season 7,neutral
22148,Season 7,neutral
22149,Season 7,surprise
22150,Season 7,neutral
22151,Season 7,neutral
22152,Season 7,anger
22153,Season 7,disgust
22154,Season 7,neutral
22155,Season 7,neutral
22156,Season 7,neutral
22157,Season 7,disgust
22158,Season 7,neutral
22159,Season 7,anger
22160,Season 7,anger
22161,Season 7,neutral
22162,Season 7,surprise
22163,Season 7,surprise
22164,Season 7,neutral
22165,Season 7,neutral
22166,Season 7,neutral
22167,Season 7,neutral
22168,Season 7,surprise
22169,Season 7,fear
22170,Season 7,sadness
22171,Season 7,fear
22172,Season 7,neutral
22173,Season 7,neutral
22174,Season 7,neutral
22175,Season 7,neutral
22176,Season 7,joy
22177,Season 7,neutral
22178,Season 7,joy
22179,Season 7,surprise
22180,Season 7,neutral
22181,Season 7,anger
22182,Season 7,anger
22183,Season 7,neutral
22184,Season 7,anger
22185,Season 7,sadness
22186,Season 7,sadness
22187,Season 7,surprise
22188,Season 7,joy
22189,Season 7,anger
22190,Season 7,anger
22191,Season 7,neutral
22192,Season 7,neutral
22193,Season 7,neutral
22194,Season 7,anger
22195,Season 7,anger
22196,Season 7,fear
22197,Season 7,surprise
22198,Season 7,anger
22199,Season 7,anger
22200,Season 7,neutral
22201,Season 7,surprise
22202,Season 7,disgust
22203,Season 7,neutral
22204,Season 7,surprise
22205,Season 7,neutral
22206,Season 7,surprise
22207,Season 7,anger
22208,Season 7,anger
22209,Season 7,anger
22210,Season 7,anger
22211,Season 7,anger
22212,Season 7,sadness
22213,Season 7,anger
22214,Season 7,anger
22215,Season 7,anger
22216,Season 7,neutral
22217,Season 7,sadness
22218,Season 7,neutral
22219,Season 7,neutral
22220,Season 7,anger
22221,Season 7,anger
22222,Season 7,anger
22223,Season 7,neutral
22224,Season 7,neutral
22225,Season 7,disgust
22226,Season 7,disgust
22227,Season 7,neutral
22228,Season 7,surprise
22229,Season 7,joy
22230,Season 7,anger
22231,Season 7,disgust
22232,Season 7,disgust
22233,Season 7,anger
22234,Season 7,neutral
22235,Season 7,joy
22236,Season 7,neutral
22237,Season 7,fear
22238,Season 7,neutral
22239,Season 7,sadness
22240,Season 7,surprise
22241,Season 7,anger
22242,Season 7,surprise
22243,Season 7,neutral
22244,Season 7,anger
22245,Season 7,neutral
22246,Season 7,anger
22247,Season 7,fear
22248,Season 7,neutral
22249,Season 7,neutral
22250,Season 7,surprise
22251,Season 7,neutral
22252,Season 7,neutral
22253,Season 7,neutral
22254,Season 7,neutral
22255,Season 7,surprise
22256,Season 7,neutral
22257,Season 7,anger
22258,Season 7,anger
22259,Season 7,neutral
22260,Season 7,neutral
